Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Taxonomic lineage
UP000224263	Staphylococcus phage vB_SscM-2	1868845	202		Standard	Viruses, Caudovirales, Herelleviridae, Twortvirinae, unclassified Twortvirinae
UP000198714	Paenibacillus sp. UNC496MF (Strain: UNC496MF)	1502753	6505	C:96.6%[S:94.7%,D:1.9%],F:2.1%,M:1.3%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP000243208	Lagenaria siceraria endornavirus-California	1468454	1		Outlier	Viruses, Riboviria, Endornaviridae, Alphaendornavirus
UP000002889	Staphylococcus virus SA11	1204543	186		Standard	Viruses, Caudovirales, Herelleviridae, Twortvirinae, Silviavirus
UP000245881	Sphingomonas sp. URHD0007 (Strain: URHD0007)	1298856	2847	C:95%[S:95%,D:0%],F:1.4%,M:3.6%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
UP000321201	Hydrogenophilales bacterium SM250 (Strain: SM250)	2602750	3202	C:100%[S:100%,D:0%],F:0%,M:0%,n:221	Standard	Bacteria, Proteobacteria, Hydrogenophilalia, Hydrogenophilales
UP000296747	Streptococcus satellite phage Javan552	2558743	18		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000202265	Shahe heteroptera virus 4 (Strain: SHWC01c2975)	1923420	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000221303	Halomonas phage QHHSV-1	1913108	69		Standard	Viruses, Caudovirales, Siphoviridae
UP000054387	Haloprofundus marisrubri (Strain: SB9)	1514971	3761		Standard	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloprofundus
UP000201276	Bean yellow disorder virus	267970	13		Standard	Viruses, Riboviria, Closteroviridae, Crinivirus
UP000296925	Streptococcus satellite phage Javan419	2558694	20		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000018636	Mycobacterium phage HufflyPuff	1430411	146		Standard	Viruses, Caudovirales, Siphoviridae, Kostyavirus, unclassified Kostyavirus
UP000294141	Rickettsiales bacterium	2026788	2001	C:7.2%[S:6.8%,D:0.5%],F:11.8%,M:81%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales
UP000296458	Streptococcus phage Javan261	2548078	31		Close to Standard	Viruses, Caudovirales, Siphoviridae
UP000269591	Slackia equolifaciens (Strain: DSM 24851)	498718	2149	C:59.7%[S:59.1%,D:0.6%],F:9.1%,M:31.2%,n:352	Standard	Bacteria, Actinobacteria, Coriobacteriia, Eggerthellales, Eggerthellaceae, Slackia
UP000011746	Salimicrobium jeotgali (Strain: MJ3)	1230341	2724	C:97.7%[S:97.7%,D:0%],F:1%,M:1.3%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Salimicrobium
UP000198652	Lachnospiraceae bacterium G11 (Strain: G11)	1200747	2732	C:96.9%[S:96.5%,D:0.4%],F:1.6%,M:1.6%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae
UP000296322	Streptococcus phage Javan273	2548088	49		Standard	Viruses, Caudovirales, Siphoviridae
UP000186351	Muribaculum intestinale (Strain: YL27)	1796646	2553	C:95%[S:95%,D:0%],F:2.5%,M:2.5%,n:443	Standard	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculum
UP000322536	Capybara microvirus Cap1_SP_131	2585382	6		Standard	Viruses, Microviridae, unclassified Microviridae
UP000204144	Thrips-associated genomovirus 3	1941237	3		Standard	Viruses, Genomoviridae, unclassified Genomoviridae
UP000005882	Synechococcus phage S-CBS1	909297	43		Standard	Viruses, Caudovirales, Siphoviridae
UP000134478	Xiburema virus	1272959	7		Standard	Viruses, Riboviria, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, unclassified Rhabdoviridae
UP000018128	Clostridium sp. CAG:307 (Strain: MGS:307)	1262795	1655	C:78.7%[S:78%,D:0.8%],F:5.1%,M:16.1%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, environmental samples
UP000252249	Oceanihabitans sediminis (Strain: S9-10)	1812012	2601	C:99.3%[S:99.1%,D:0.2%],F:0.2%,M:0.5%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Oceanihabitans
UP000203063	Barley yellow dwarf virus (isolate MAV-PS1) (BYDV)	31723	6		Standard	Viruses, Riboviria, Luteoviridae, Luteovirus
UP000241807	Bordetella phage FP1	1916125	80		Standard	Viruses, Caudovirales, Siphoviridae, Yuavirus, unclassified Yuavirus
UP000198379	Dokdonia pacifica (Strain: DSM 25597)	1627892	4883	C:98.9%[S:98.6%,D:0.2%],F:0.7%,M:0.5%,n:443	Outlier	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Dokdonia
UP000029839	Cellulomonas carbonis T26 (Strain: T26)	947969	3407	C:98.6%[S:98.6%,D:0%],F:0.3%,M:1.1%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas
UP000254575	Suttonella indologenes (Strain: NCTC10717)	13276	2313	C:87.8%[S:87.8%,D:0%],F:2.9%,M:9.3%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Suttonella
UP000305282	Frankia sp. AvVan (Strain: AvVan)	2568881	3955	C:89.5%[S:88.9%,D:0.6%],F:3.7%,M:6.8%,n:352	Standard	Bacteria, Actinobacteria, Frankiales, Frankiaceae, Frankia, unclassified Frankia
UP000005244	Peptoanaerobacter stomatis (Strain: OBRC8)	796937	2275	C:98%[S:98%,D:0%],F:1.2%,M:0.8%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Peptoanaerobacter
UP000019225	Kutzneria albida DSM 43870 (Strain: DSM 43870)	1449976	8775	C:99.7%[S:98%,D:1.7%],F:0.3%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Kutzneria
UP000320842	Pantoea phage vB_PagM_AAM22	2588092	96		Standard	Viruses, Caudovirales, Myoviridae
UP000134836	Equine adenovirus A serotype 1 (EAdV-1) (Equine adenovirus 1)	46916	31		Standard	Viruses, Adenoviridae, Mastadenovirus, Equine mastadenovirus A
UP000275368	Paenibacillus baekrokdamisoli (Strain: KCTC 33723)	1712516	6378	C:95.8%[S:94.3%,D:1.5%],F:1.7%,M:2.5%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP000275137	Pseudomethylobacillus aquaticus (Strain: H-5)	2676064	2395	C:97.8%[S:97.8%,D:0%],F:1%,M:1.2%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Methylophilaceae, Pseudomethylobacillus
UP000202774	Wuhan insect virus 17 (Strain: WHCCII1277)	1923721	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000097651	Tuhoko virus 2	798073	7		Standard	Viruses, Riboviria, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Pararubulavirus, Tuhoko pararubulavirus 2
UP000202001	Wuhan Insect virus 6 (Strain: SXCC01-1)	1608111	6		Standard	Viruses, Riboviria, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, unclassified Cytorhabdovirus
UP000203043	Hubei picorna-like virus 20 (Strain: WGML146806)	1923100	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000147629	Guanarito mammarenavirus (isolate Human/Venezuela/NH-95551/1990) (GTOV)	45219	4		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus
UP000202184	Wenzhou picorna-like virus 47 (Strain: WHCCII11151)	1923634	1		Close to Standard	Viruses, Riboviria, unclassified Riboviria
UP000241288	Leptonychotes weddellii papillomavirus 1	2077302	6		Standard	Viruses, Papillomaviridae, unclassified Papillomaviridae
UP000224518	Staphylococcus phage IME1354_01	1965493	64		Standard	Viruses, Caudovirales, Siphoviridae
UP000033009	Synechococcus phage ACG-2014i	1493513	212		Standard	Viruses, Caudovirales, Myoviridae
UP000006508	Staphylococcus virus IPLA5	1197952	66		Standard	Viruses, Caudovirales, Siphoviridae, Phietavirus
UP000203132	Lactococcus phage TP901-1	35345	56		Standard	Viruses, Caudovirales, Siphoviridae
UP000001610	Cordyceps militaris (strain CM01) (Caterpillar fungus) (Strain: CM01)	983644	9651	C:93.3%[S:93%,D:0.3%],F:3.1%,M:3.6%,n:3725	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Cordyceps
UP000035159	Kosmotoga pacifica (Strain: SLHLJ1)	1330330	1897	C:93.2%[S:93.2%,D:0%],F:0.7%,M:6.1%,n:148	Standard	Bacteria, Thermotogae, Kosmotogales, Kosmotogaceae, Kosmotoga
UP000201368	Rattail cactus necrosis-associated virus	1123754	4		Standard	Viruses, Riboviria, Virgaviridae, Tobamovirus
UP000317332	Flavobacteriaceae bacterium CWB-1 (Strain: CWB-1)	2567861	3060	C:99.8%[S:99.5%,D:0.2%],F:0%,M:0.2%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae
UP000240627	Tomato necrotic streak virus	1637492	5		Standard	Viruses, Riboviria, Bromoviridae, Ilarvirus
UP000296924	Streptococcus satellite phage Javan81	2558863	18		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000289181	Escherichia phage vB_EcoS-Ro145clw	2079541	67		Standard	Viruses, Caudovirales, Siphoviridae, Guernseyvirinae, Kagunavirus, unclassified Kagunavirus
UP000296218	Streptococcus satellite phage Javan753	2558848	27		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000203112	Halovirus HHTV-2	1273751	88		Standard	Viruses, unclassified viruses, unclassified DNA viruses, unclassified archaeal dsDNA viruses, Haloviruses
UP000114860	Bandicoot papillomatosis carcinomatosis virus type 2	500654	3		Close to Standard	Viruses, Papillomaviridae, unclassified Papillomaviridae
UP000287655	Gordonia phage Kiko	2500571	67		Standard	Viruses, Caudovirales, Siphoviridae, Hedwigvirus, unclassified Hedwigvirus
UP000221761	Agrobacterium phage Atu_ph03	2024262	58		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, unclassified Autographivirinae
UP000296634	Streptococcus satellite phage Javan230	2558583	16		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000051992	Weissella viridescens (Lactobacillus viridescens) (Strain: DSM 20410)	1629	1462	C:94.6%[S:93.7%,D:0.9%],F:1.6%,M:3.8%,n:443	Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella
UP000201531	McMurdo Ice Shelf pond-associated circular DNA virus-6	1521390	3		Standard	Viruses, unclassified viruses, unclassified DNA viruses, unclassified ssDNA viruses
UP000199084	Psychrobacillus sp. OK032 (Strain: OK032)	1884358	4290	C:98.7%[S:97.9%,D:0.8%],F:0.4%,M:1%,n:526	Outlier	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Psychrobacillus, unclassified Psychrobacillus
UP000296405	Streptococcus satellite phage Javan339	2558648	21		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000284026	Ruminococcaceae bacterium AM28-23LB (Strain: AM28-23LB)	2292269	2802	C:92.1%[S:92.1%,D:0%],F:2.8%,M:5.1%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, unclassified Ruminococcaceae
UP000318329	Thalassomonas sp. M1454 (Strain: M1454)	2594477	3137	C:99.1%[S:98.7%,D:0.4%],F:0%,M:0.9%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Thalassomonas
UP000296757	Streptococcus satellite phage Javan305	2558625	13		Close to Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000199025	Amycolatopsis sacchari (Strain: DSM 44468)	115433	7365	C:99.4%[S:98.6%,D:0.9%],F:0.6%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP000201148	Vibrio phage PWH3a-P1 (Strain: PWH3a-P1)	754058	209		Standard	Viruses, Caudovirales, Myoviridae
UP000296910	Streptococcus satellite phage Javan236	2558586	14		Close to Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000201794	Lake Sarah-associated circular virus-19	1685745	2		Outlier	Viruses, unclassified viruses
UP000250135	Klebsiella phage 48ST307	1955242	24		Close to Standard	Viruses, Caudovirales, Siphoviridae
UP000010420	Clostridium celatum DSM 1785 (Strain: DSM 1785)	545697	3453	C:93.7%[S:92.5%,D:1.2%],F:5.9%,M:0.4%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium
UP000296612	Streptococcus satellite phage Javan136	2558537	26		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000257131	Rhodosalinus sediminis (Strain: WDN1C137)	1940533	2966	C:99.1%[S:98.2%,D:0.9%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodosalinus
UP000319520	Psittacine adenovirus 1	318592	55		Outlier	Viruses, Adenoviridae, Aviadenovirus, unclassified Aviadenovirus
UP000204651	Hubei tombus-like virus 39 (Strain: WGML9144)	1923287	3		Standard	Viruses, Riboviria, unclassified Riboviria
UP000202123	Changjiang tombus-like virus 22 (Strain: CJLX30074)	1922816	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000244501	Ralstonia phage RsoP1EGY	2070026	50		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, unclassified Autographivirinae
UP000202157	Tomato leaf curl Cotabato virus	507475	6		Standard	Viruses, Geminiviridae, Begomovirus, unclassified Begomovirus
UP000075714	Gonium pectorale (Green alga)	33097	16224	C:81.5%[S:80.2%,D:1.3%],F:12.9%,M:5.6%,n:303	Standard	Eukaryota, Viridiplantae, Chlorophyta, core chlorophytes, Chlorophyceae, Chlamydomonadales, Volvocaceae, Gonium
UP000253083	Arenicella xantha (Strain: DSM 24032)	644221	3918	C:92.7%[S:92.3%,D:0.4%],F:1.8%,M:5.5%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Arenicellales, Arenicellaceae, Arenicella
UP000202837	Wuhan flea virus (Strain: WHZM)	1746071	6		Outlier	Viruses, Riboviria, unclassified Riboviria, unclassified ssRNA viruses, unclassified ssRNA positive-strand viruses
UP000102297	Human papillomavirus type 62	334210	7		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus
UP000199149	Algoriella xinjiangensis (Strain: XJ109)	684065	3034	C:97.7%[S:97.7%,D:0%],F:1.8%,M:0.5%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Algoriella
UP000171571	Lactate dehydrogenase-elevating virus (LDV)	11048	6		Standard	Viruses, Riboviria, Nidovirales, Arnidovirineae, Arteriviridae, Variarterivirinae, Gammaarterivirus, Gammaarterivirus lacdeh
UP000325081	Striga asiatica (Asiatic witchweed) (Buchnera asiatica) (Strain: UVA1)	4170	33322	C:86.7%[S:79.8%,D:6.9%],F:4%,M:9.3%,n:1440	Standard	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliopsida, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Lamiales, Orobanchaceae, Buchnereae, Striga
UP000218890	Halorhodospira halochloris (Ectothiorhodospira halochloris) (Strain: DSM-1059)	1052	2566	C:91.6%[S:91.2%,D:0.4%],F:2.7%,M:5.8%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Halorhodospira
UP000324880	Rhodobacterales bacterium (Strain: BW5)	1948890	5345	C:99.5%[S:98.6%,D:0.9%],F:0%,M:0.5%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales
UP000289508	Nephila clavipes virus 4	2108201	3		Standard	Viruses, Riboviria, Virgaviridae, unclassified Virgaviridae
UP000223239	Helicobacter phage Pt22899G	1852673	36		Standard	Viruses, Caudovirales, Podoviridae, Schmidvirus, unclassified Schmidvirus
UP000286443	Ruminococcaceae bacterium TF06-43 (Strain: TF06-43)	2292270	3276	C:96.9%[S:96.5%,D:0.4%],F:1.2%,M:2%,n:254	Outlier	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, unclassified Ruminococcaceae
UP000203437	Cassava associated gemycircularvirus 1	1985374	2		Standard	Viruses, Genomoviridae, Gemycircularvirus
UP000010953	Mariniradius saccharolyticus AK6 (Strain: AK6)	1239962	4633	C:94.8%[S:94.4%,D:0.5%],F:4.3%,M:0.9%,n:443	Standard	Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Mariniradius
UP000054487	Mesorhizobium sp. Root554 (Strain: Root554)	1736557	3514	C:98.7%[S:98%,D:0.7%],F:0.6%,M:0.7%,n:686	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium
UP000240821	Methylophilaceae phage P19250A	1913040	58		Standard	Viruses, Caudovirales, Siphoviridae
UP000198577	Caldicoprobacter faecalis (Strain: DSM 20678)	937334	2413	C:98%[S:98%,D:0%],F:0.4%,M:1.6%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Caldicoprobacteraceae, Caldicoprobacter
UP000295532	Klebsiella phage ST974-OXA48phi18.2	2555918	80		Standard	Viruses, Caudovirales, Siphoviridae
UP000264392	Rhodobacteraceae bacterium 63075 (Strain: 63075)	2301226	3352	C:98.2%[S:98.2%,D:0%],F:0.9%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae
UP000232725	Pepper leaf curl virus-[Malaysia]	223306	6		Standard	Viruses, Geminiviridae, Begomovirus
UP000249016	Spirosoma sp. HMF3257 (Strain: HMF3257)	2183553	5857	C:72.2%[S:71.8%,D:0.5%],F:2.3%,M:25.5%,n:443	Standard	Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, unclassified Spirosoma
UP000201087	Wabat virus (Strain: KH1)	1888308	4		Outlier	Viruses, unclassified viruses
UP000224527	Sulfolobus polyhedral virus 1	1982658	45		Outlier	Viruses, Alphaportoglobovirus
UP000254649	[Actinobacillus] rossii (Strain: NCTC10801)	123820	2555	C:97.8%[S:97.3%,D:0.4%],F:0.2%,M:2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae
UP000008020	Salmonella phage SPN3UB	1147140	71		Standard	Viruses, Caudovirales, Siphoviridae
UP000219482	Blastococcus sp. DSM 44270 (Strain: DSM 44270)	1938745	4374	C:98.6%[S:97.4%,D:1.1%],F:0.6%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Geodermatophilales, Geodermatophilaceae, Blastococcus, unclassified Blastococcus
UP000190460	Thiothrix eikelboomii (Strain: ATCC 49788)	92487	3906	C:96.5%[S:96%,D:0.4%],F:1.1%,M:2.4%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae, Thiothrix
UP000031928	Corynebacterium marinum DSM 44953 (Strain: DSM 44953)	1224162	2547	C:98.6%[S:98.3%,D:0.3%],F:0.9%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium
UP000017640	Spiribacter curvatus (Strain: UAH-SP71)	1335757	1861	C:90.3%[S:90.3%,D:0%],F:3.5%,M:6.2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Spiribacter
UP000262882	Actinomadura sp. LHW52907 (Strain: LHW52907)	2303421	6669	C:97.2%[S:95.5%,D:1.7%],F:1.4%,M:1.4%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura, unclassified Actinomadura
UP000002893	Weissella phage phiYS61	1161906	48		Close to Standard	Viruses, Caudovirales, Podoviridae, Picovirinae, unclassified Picovirinae
UP000001919	Brachybacterium faecium (strain ATCC 43885 / DSM 4810 / NCIB 9860) (Strain: ATCC 43885 / DSM 4810 / NCIB 9860)	446465	3062	C:98.3%[S:98.3%,D:0%],F:0.6%,M:1.1%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium
UP000202615	Cherry mottle leaf virus (Strain: SA1162-21)	131226	4		Standard	Viruses, Riboviria, Tymovirales, Betaflexiviridae, Trivirinae, Trichovirus
UP000296184	Streptococcus phage Javan420	2548157	73		Standard	Viruses, Caudovirales, Siphoviridae
UP000202443	Mycobacterium phage Shipwreck	1821727	81		Standard	Viruses, Caudovirales, Siphoviridae, Pclasvirinae, Fishburnevirus, unclassified Fishburnevirus
UP000218046	bacterium JGI 053 (Strain: JGI 053)	1855372	1208	C:25%[S:24.3%,D:0.7%],F:1.4%,M:73.6%,n:148	Close to Standard	Bacteria
UP000290536	Gordonia phage Rickmore	2507854	92		Standard	Viruses, Caudovirales, Siphoviridae
UP000202110	Pseudoalteromonas phage BS5	1874539	65		Standard	Viruses, Caudovirales, Siphoviridae
UP000016929	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus) (Strain: race 4)	1229665	14157	C:80.5%[S:77.8%,D:2.7%],F:2.7%,M:16.8%,n:3725	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium oxysporum species complex
UP000030832	Bacillus okhensis (Strain: Kh10-101T)	333138	4332	C:97.7%[S:96%,D:1.7%],F:0.8%,M:1.5%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
UP000017971	Streptomyces niveus NCIMB 11891 (Strain: NCIMB 11891)	1352941	7746	C:98%[S:96.6%,D:1.4%],F:2%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000070256	candidate division MSBL1 archaeon SCGC-AAA385D11	1698286	299		Close to Standard	Archaea, Euryarchaeota, candidate division MSBL1
UP000290390	Rusa timorensis papillomavirus type 2	1905556	5		Standard	Viruses, Papillomaviridae, unclassified Papillomaviridae
UP000266914	Pidgey virus (Strain: M6)	1911436	3		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Pidchovirus, Pidgey pidchovirus
